Date,Open,High,Low,Close,Volume,Market Cap,EOD_Return
2018-01-01,"14,112.20","14,112.20","13,154.70","13,657.20","10,291,200,000","229,119,155,396",-0.03526
2018-01-02,"13,625.00","15,444.60","13,163.60","14,982.10","16,846,600,192","251,377,913,955",0.09701
2018-01-03,"14,978.20","15,572.80","14,844.50","15,201.00","16,871,900,160","255,080,562,912",0.01461
2018-01-04,"15,270.70","15,739.70","14,522.20","15,599.20","21,783,199,744","261,795,321,110",0.0262
2018-01-05,"15,477.20","17,705.20","15,202.80","17,429.50","23,840,899,072","292,544,135,538",0.11733
2018-01-06,"17,462.10","17,712.40","16,764.60","17,527.00","18,314,600,448","294,217,423,675",0.00559
2018-01-07,"17,527.30","17,579.60","16,087.70","16,477.60","15,866,000,384","276,634,797,271",-0.05987
2018-01-08,"16,476.20","16,537.90","14,208.20","15,170.10","18,413,899,776","254,715,263,101",-0.07935
2018-01-09,"15,123.70","15,497.50","14,424.00","14,595.40","16,659,999,744","245,095,808,695",-0.03788
2018-01-10,"14,588.50","14,973.30","13,691.20","14,973.30","18,500,800,512","251,472,635,522",0.02589
2018-01-11,"14,968.20","15,018.80","13,105.90","13,405.80","16,534,099,968","225,178,724,050",-0.10469
2018-01-12,"13,453.90","14,229.90","13,158.10","13,980.60","12,065,699,840","234,865,160,377",0.04288
2018-01-13,"13,952.40","14,659.50","13,952.40","14,360.20","12,763,599,872","241,268,592,240",0.02715
2018-01-14,"14,370.80","14,511.80","13,268.00","13,772.00","11,084,099,584","231,413,491,364",-0.04096
2018-01-15,"13,767.30","14,445.50","13,641.70","13,819.80","12,750,799,872","232,242,775,485",0.00347
2018-01-16,"13,836.10","13,843.10","10,194.90","11,490.50","18,853,799,936","193,121,120,762",-0.16855
2018-01-17,"11,431.10","11,678.00","9,402.29","11,188.60","18,830,600,192","188,070,430,523",-0.02627
2018-01-18,"11,198.80","12,107.30","10,942.50","11,474.90","15,020,399,616","192,907,550,324",0.02559
2018-01-19,"11,429.80","11,992.80","11,172.10","11,607.40","10,740,400,128","195,158,837,709",0.01155
2018-01-20,"11,656.20","13,103.00","11,656.20","12,899.20","11,801,700,352","216,907,619,830",0.11129
2018-01-21,"12,889.20","12,895.90","11,288.20","11,600.10","9,935,179,776","195,089,460,991",-0.10071
2018-01-22,"11,633.10","11,966.40","10,240.20","10,931.40","10,537,400,320","183,866,421,285",-0.05765
2018-01-23,"10,944.50","11,377.60","10,129.70","10,868.40","9,660,609,536","182,830,257,191",-0.00576
2018-01-24,"10,903.40","11,501.40","10,639.80","11,359.40","9,940,989,952","191,115,225,673",0.04518
2018-01-25,"11,421.70","11,785.70","11,057.40","11,259.40","8,873,169,920","189,455,303,273",-0.0088
2018-01-26,"11,256.00","11,656.70","10,470.30","11,171.40","9,746,199,552","187,995,804,677",-0.00782
2018-01-27,"11,174.90","11,614.90","10,989.20","11,440.70","7,583,269,888","192,550,550,498",0.02411
2018-01-28,"11,475.30","12,040.30","11,475.30","11,786.30","8,350,360,064","198,389,948,175",0.03021
2018-01-29,"11,755.50","11,875.60","11,179.20","11,296.40","7,107,359,744","190,164,444,830",-0.04157
2018-01-30,"11,306.80","11,307.20","10,036.20","10,106.30","8,637,859,840","170,151,556,678",-0.10535
2018-01-31,"10,108.20","10,381.60","9,777.42","10,221.10","8,041,160,192","172,099,559,942",0.01136
2018-02-01,"10,237.30","10,288.80","8,812.28","9,170.54","9,959,400,448","154,428,564,694",-0.10278
2018-02-02,"9,142.28","9,142.28","7,796.49","8,830.75","12,726,899,712","148,725,283,812",-0.03705
2018-02-03,"8,852.12","9,430.75","8,251.63","9,174.91","7,263,790,080","154,540,000,411",0.03897
2018-02-04,"9,175.70","9,334.87","8,031.22","8,277.01","7,073,549,824","139,433,682,759",-0.09786
2018-02-05,"8,270.54","8,364.84","6,756.68","6,955.27","9,285,289,984","117,184,385,122",-0.15969
2018-02-06,"7,051.75","7,850.70","6,048.26","7,754.00","13,999,800,320","130,658,094,648",0.11484
2018-02-07,"7,755.49","8,509.11","7,236.79","7,621.30","9,169,280,000","128,435,001,186",-0.01711
2018-02-08,"7,637.86","8,558.77","7,637.86","8,265.59","9,346,750,464","139,306,699,929",0.08454
2018-02-09,"8,271.84","8,736.98","7,884.71","8,736.98","6,784,820,224","147,266,052,809",0.05703
2018-02-10,"8,720.08","9,122.55","8,295.47","8,621.90","7,780,960,256","145,341,842,785",-0.01317
2018-02-11,"8,616.13","8,616.13","7,931.10","8,129.97","6,122,189,824","137,064,586,975",-0.05706
2018-02-12,"8,141.43","8,985.92","8,141.43","8,926.57","6,256,439,808","150,513,128,412",0.09798
2018-02-13,"8,926.72","8,958.47","8,455.41","8,598.31","5,696,719,872","144,995,984,203",-0.03677
2018-02-14,"8,599.92","9,518.54","8,599.92","9,494.63","7,909,819,904","160,131,558,835",0.10424
2018-02-15,"9,488.32","10,234.80","9,395.58","10,166.40","9,062,540,288","171,477,807,437",0.07075
2018-02-16,"10,135.70","10,324.10","9,824.82","10,233.90","7,296,159,744","172,637,061,144",0.00664
2018-02-17,"10,207.50","11,139.50","10,149.40","11,112.70","8,660,880,384","187,482,083,882",0.08587
2018-02-18,"11,123.40","11,349.80","10,326.00","10,551.80","8,744,009,728","178,040,648,022",-0.05047
2018-02-19,"10,552.60","11,273.80","10,513.20","11,225.30","7,652,089,856","189,426,791,571",0.06383
2018-02-20,"11,231.80","11,958.50","11,231.80","11,403.70","9,926,540,288","192,457,815,912",0.01589
2018-02-21,"11,372.20","11,418.50","10,479.10","10,690.40","9,405,339,648","180,442,459,820",-0.06255
2018-02-22,"10,660.40","11,039.10","9,939.09","10,005.00","8,040,079,872","168,892,273,935",-0.06411
2018-02-23,"9,937.07","10,487.30","9,734.56","10,301.10","7,739,500,032","173,909,350,860",0.0296
2018-02-24,"10,287.70","10,597.20","9,546.97","9,813.07","6,917,929,984","165,687,799,108",-0.04738
2018-02-25,"9,796.42","9,923.22","9,407.06","9,664.73","5,706,939,904","163,204,062,358",-0.01512
2018-02-26,"9,669.43","10,475.00","9,501.73","10,366.70","7,287,690,240","175,076,064,010",0.07263
2018-02-27,"10,393.90","10,878.50","10,246.10","10,725.60","6,966,179,840","181,158,869,820",0.03462
2018-02-28,"10,687.20","11,089.80","10,393.10","10,397.90","6,936,189,952","175,644,310,997",-0.03055
2018-03-01,"10,385.00","11,052.30","10,352.70","10,951.00","7,317,279,744","185,009,753,075",0.05319
2018-03-02,"10,977.40","11,189.00","10,850.10","11,086.40","7,620,590,080","187,318,996,197",0.01236
2018-03-03,"11,101.90","11,528.20","11,002.40","11,489.70","6,690,570,240","194,159,120,569",0.03638
2018-03-04,"11,497.40","11,512.60","11,136.10","11,512.60","6,084,149,760","194,567,395,376",0.00199
2018-03-05,"11,532.40","11,704.10","11,443.90","11,573.30","6,468,539,904","195,614,809,925",0.00527
2018-03-06,"11,500.10","11,500.10","10,694.30","10,779.90","6,832,169,984","182,225,316,082",-0.06855
2018-03-07,"10,803.90","10,929.50","9,692.12","9,965.57","8,797,910,016","168,479,670,395",-0.07554
2018-03-08,"9,951.44","10,147.40","9,335.87","9,395.01","7,186,089,984","158,852,238,332",-0.05725
2018-03-09,"9,414.69","9,466.35","8,513.03","9,337.55","8,704,190,464","157,898,203,939",-0.00612
2018-03-10,"9,350.59","9,531.32","8,828.47","8,866.00","5,386,319,872","149,939,797,150",-0.0505
2018-03-11,"8,852.78","9,711.89","8,607.12","9,578.63","6,296,370,176","162,009,710,243",0.08038
2018-03-12,"9,602.93","9,937.50","8,956.43","9,205.12","6,457,399,808","155,710,928,717",-0.03899
2018-03-13,"9,173.04","9,470.38","8,958.19","9,194.85","5,991,139,840","155,555,594,312",-0.00112
2018-03-14,"9,214.65","9,355.85","8,068.59","8,269.81","6,438,230,016","139,920,843,550",-0.1006
2018-03-15,"8,290.76","8,428.35","7,783.05","8,300.86","6,834,429,952","140,460,819,364",0.00375
2018-03-16,"8,322.91","8,585.15","8,005.31","8,338.35","5,289,379,840","141,111,773,179",0.00452
2018-03-17,"8,321.91","8,346.53","7,812.82","7,916.88","4,426,149,888","133,993,486,925",-0.05055
2018-03-18,"7,890.52","8,245.51","7,397.99","8,223.68","6,639,190,016","139,201,713,268",0.03875
2018-03-19,"8,344.12","8,675.87","8,182.40","8,630.65","6,729,110,016","146,107,514,353",0.04949
2018-03-20,"8,619.67","9,051.02","8,389.89","8,913.47","6,361,789,952","150,909,503,835",0.03277
2018-03-21,"8,937.48","9,177.37","8,846.33","8,929.28","6,043,129,856","151,193,917,440",0.00177
2018-03-22,"8,939.44","9,100.71","8,564.90","8,728.47","5,530,390,016","147,809,220,250",-0.02249
2018-03-23,"8,736.25","8,879.62","8,360.62","8,879.62","5,954,120,192","150,383,574,951",0.01732
2018-03-24,"8,901.95","8,996.18","8,665.70","8,668.12","5,664,600,064","146,818,882,936",-0.02382
2018-03-25,"8,612.81","8,682.01","8,449.10","8,495.78","4,569,880,064","143,914,265,310",-0.01988
2018-03-26,"8,498.47","8,530.08","7,921.43","8,209.40","5,921,039,872","139,078,211,968",-0.03371
2018-03-27,"8,200.00","8,232.78","7,797.28","7,833.04","5,378,250,240","132,717,053,150",-0.04585
2018-03-28,"7,836.83","8,122.89","7,809.17","7,954.48","4,935,289,856","134,788,265,876",0.0155
2018-03-29,"7,979.07","7,994.33","7,081.38","7,165.70","6,361,229,824","121,436,043,045",-0.09916
2018-03-30,"7,171.45","7,276.66","6,683.93","6,890.52","6,289,509,888","116,786,562,165",-0.0384
2018-03-31,"6,892.48","7,207.85","6,863.52","6,973.53","4,553,269,760","118,204,645,927",0.01205
